Ser,Estar,rigth sentence,original verb
nacho fue quien propuso esta actividad después de comprobar todo el bien que le aportaba en su vida practicar la meditación a diario,nacho estuvo quien propuso esta actividad después de comprobar todo el bien que le aportaba en su vida practicar la meditación a diario,['Ser'],ser
"el respeto, defensa y refuerzo de los derechos de la persona y de su condición más amplia de ciudadanía son principios que también forman parte del adn del trabajo de enco","el respeto, defensa y refuerzo de los derechos de la persona y de su condición más amplia de ciudadanía están principios que también forman parte del adn del trabajo de enco",['Ser'],ser
el de jaime es uno de los casos exitosos de inclusión laboral,el de jaime está uno de los casos exitosos de inclusión laboral,['Ser'],ser
"este gesto es muy sencillo, ya que solo se tiene que buscar y marcar antes de confirmar el borrador la casilla 106 de actividades de interés social si se hace la declaración de la renta por la web o en papel, o marcar el botón de fines sociales en la sección de asignación tributaria si se hace a través de la app","este gesto está muy sencillo, ya que solo se tiene que buscar y marcar antes de confirmar el borrador la casilla 106 de actividades de interés social si se hace la declaración de la renta por la web o en papel, o marcar el botón de fines sociales en la sección de asignación tributaria si se hace a través de la app",['Ser'],ser
"cuando se marca la casilla solidaria de la renta se contribuye a que millones de personas en situación de vulnerabilidad ante un contexto de crisis social, económico y sanitario cada vez más inestable, puedan seguir adelante: personas en situación de pobreza y/o exclusión social, personas mayores, mujeres, familias, personas con discapacidad, infancia… son algunos de los colectivos que se benefician de esta solidaridad ciudadana sin que tenga, además, coste para la persona contribuyente, ya que no va a pagar más ni se le va a devolver menos en su renta","cuando se marca la casilla solidaria de la renta se contribuye a que millones de personas en situación de vulnerabilidad ante un contexto de crisis social, económico y sanitario cada vez más inestable, puedan seguir adelante : personas en situación de pobreza y / o exclusión social, personas mayores, mujeres, familias, personas con discapacidad, infancia … están algunos de los colectivos que se benefician de esta solidaridad ciudadana sin que tenga, además, coste para la persona contribuyente, ya que no va a pagar más ni se le va a devolver menos en su renta",['Ser'],ser
"la campaña “x solidaria”, dirigida a informar y sensibilizar a las personas contribuyentes para que marquen la casilla 106 de actividades de interés social en su declaración de la renta anual, es coordinada por la plataforma de ong de acción social y cuenta con el apoyo de la plataforma del tercer sector, la plataforma del voluntariado de españa, la red de lucha contra la pobreza y la exclusión social en el estado español (eapn-es), el comité español de representantes de personas con discapacidad (cermi), la plataforma de infancia y la coordinadora de ong para el desarrollo-españa","la campaña “ x solidaria ”, dirigida a informar y sensibilizar a las personas contribuyentes para que marquen la casilla 106 de actividades de interés social en su declaración de la renta anual, está coordinada por la plataforma de ong de acción social y cuenta con el apoyo de la plataforma del tercer sector, la plataforma del voluntariado de españa, la red de lucha contra la pobreza y la exclusión social en el estado español ( eapn-es ), el comité español de representantes de personas con discapacidad ( cermi ), la plataforma de infancia y la coordinadora de ong para el desarrollo-españa",['Estar'],ser
el principal objetivo de este proyecto es ayudar a los hermanos a comprender y compartir las emociones que experimentan al tener un hermano o hermana con discapacidad,el principal objetivo de este proyecto está ayudar a los hermanos a comprender y compartir las emociones que experimentan al tener un hermano o hermana con discapacidad,['Ser'],ser
"a continuación, sara fernández, hermana de pepe, confesó que se considera una persona con mucha sensibilidad gracias a él y explicaba que “con mi hermano he aprendido que en la vida hay otros éxitos y cada día que pasa es un logro”","a continuación, sara fernández, hermana de pepe, confesó que se considera una persona con mucha sensibilidad gracias a él y explicaba que “ con mi hermano he aprendido que en la vida hay otros éxitos y cada día que pasa está un logro ”",['Ser'],ser
" ngels es terapeuta familiar, coach y especialista en procesos de duelo"," ngels está terapeuta familiar, coach y especialista en procesos de duelo",['Ser'],ser
"esta entrevista a patricia bezunartea, voluntaria tutelar y directora general de diversidad familiar, es un aperitivo de los contenidos de la próxima edición de la revista del movimiento asociativo de plena inclusión, voces","esta entrevista a patricia bezunartea, voluntaria tutelar y directora general de diversidad familiar, está un aperitivo de los contenidos de la próxima edición de la revista del movimiento asociativo de plena inclusión, voces",['Ser'],ser
me explicaron que era una forma de establecer una relación amistosa con una persona con discapacidad intelectual que le facilitara crear vínculos de convivencia más allá de la entidad que la tutela,me explicaron que estaba una forma de establecer una relación amistosa con una persona con discapacidad intelectual que le facilitara crear vínculos de convivencia más allá de la entidad que la tutela,['Ser'],ser
reconozco que fue una decisión muy acertada,reconozco que estuvo una decisión muy acertada,['Ser'],ser
 qué tal fue conoceros? ella hizo una preselección, qué tal estuvo conoceros ? ella hizo una preselección,['Estar'],ser
"luego la vida ha permitido que yo sea algo más que su voluntaria, y que ella se haya convertido en parte de mi gente","luego la vida ha permitido que yo esté algo más que su voluntaria, y que ella se haya convertido en parte de mi gente",['Ser'],ser
opino que lo interesante es ceñir la protección en aquellos aspectos imprescindibles de la vida de las personas,opino que lo interesante está ceñir la protección en aquellos aspectos imprescindibles de la vida de las personas,['Ser'],ser
la tutela es un mecanismo de protección,la tutela está un mecanismo de protección,['Ser'],ser
video de la campaña ‘somos personas acompañando a personas’ (2016) que protagonizan maite y patricia,video de la campaña ‘ estamos personas acompañando a personas ’ ( 2016 ) que protagonizan maite y patricia,[Both],ser
